dx,dy,dz,droll,dpitch,dyaw,gripper
0.028500000000070136,0.12075000000000106,-0.06749999999998424,0.004842117288117231,0.017871390398687348,0.001217278997856397,1
1.7594999999999694,-0.4237499999999971,-0.013500000000013501,0.010262259363340354,0.02682279681560229,-0.0007017211261814982,1
3.535499999999997,0.37409999999999527,1.090500000000008,0.026502111980425624,-0.013259138710916218,-0.04377565222471458,1
2.4210000000000065,-1.0478999999999956,1.1834999999999762,0.011644737665782667,0.005836881416398931,-0.029110471294017337,1
2.977500000000022,-1.579800000000001,2.7389999999999914,0.016102989426673764,-0.00047800063928349346,-0.02580588512158588,1
2.4194999999999633,-1.4190000000000036,2.812500000000023,0.024926457497428167,-0.0026699783371892938,-0.0163945108673198,1
0.7455000000000378,-1.1297999999999933,2.514000000000016,0.0036456145198688894,-0.016201984191026364,0.008775913311659167,1
0.4454999999999876,-1.9197000000000068,3.0584999999999782,0.010557630466756951,-0.02375724677936697,-0.004291026084073835,1
-1.4939999999999953,-0.5126999999999944,1.787999999999998,0.010854196182753073,-0.012689557409420349,0.011853798144137562,1
-2.1705000000000476,-0.43904999999999983,2.43450000000002,0.0020587111723775475,0.0017234453076231393,0.021475638549330878,1
-1.1084999999999845,0.021750000000000935,0.9149999999999991,0.0011260132027570702,-0.014956720790801903,0.002447186393395695,1
0.02249999999998087,0.11639999999999567,0.2669999999999756,-0.0058240519234809,-0.003613716287249602,0.0021981377111119915,1
1.6800000000000148,1.8493500000000032,0.9149999999999991,-0.01523056934447009,-0.03139131044497767,-0.021414632868008265,1
2.7075000000000014,2.1268499999999997,-0.2985000000000071,-0.016020065492642344,-0.01712725710025298,-0.018041123029491013,1
2.0880000000000063,2.013599999999996,0.23850000000003035,-0.019716501599347458,-0.009406001984929357,-0.014147309076129044,1
2.465999999999968,2.521800000000001,-0.39000000000001533,-0.024917142165120643,-0.02139640156390321,-0.02173745274531136,1
1.8195000000000294,1.7665500000000003,-0.11099999999998611,-0.017961559660343296,-0.008701932788361066,-0.006623102077495613,1
1.959000000000044,2.359349999999998,0.8234999999999909,-0.014498496082098189,-0.014519005764267456,-0.009456567877345279,1
1.4579999999999593,1.8748500000000026,1.0020000000000029,-0.004627383607145319,-0.012487924552431418,-0.014378554522089582,1
0.4424999999999846,0.9323999999999999,1.691999999999985,0.002845093297718204,-0.008300550996227063,-0.008792930266218635,1
0.19349999999998535,0.3514499999999997,1.0995000000000172,0.003218126587495318,0.0019860256888315497,-0.002315560092336355,1
0.09750000000005588,-0.25694999999999885,1.7459999999999976,0.005921065417402449,-0.0044652023983819955,-0.004517610330863064,1
0.0,-0.16470000000000026,1.6559999999999908,0.0035675051025787496,-0.006519950911425543,-0.005108685716970429,1
1.0274999999999868,-0.6898499999999987,2.1929999999999867,0.00850691688407057,-0.005973355480428655,-0.010079521934131197,1
1.7024999999999957,-0.7717500000000016,1.9005000000000272,0.0034501093957117757,-0.007935020231956802,-0.01590687659539003,1
0.5340000000000344,-0.8859000000000001,2.891999999999978,0.004096679923928148,-0.006166400196675692,-0.010505174829271935,1
1.555499999999932,-0.6271500000000017,2.0190000000000206,0.004727619412939532,-0.007327696747613244,-0.013457961362276949,1
2.4690000000000545,-1.3284000000000005,2.9084999999999943,0.010670485197744606,-0.015684348036426377,-0.024415023337494013,1
1.3589999999999436,-0.6868499999999957,3.2580000000000107,0.002043003293613177,-0.019531094412496675,-0.020547827686759446,1
1.041000000000042,-0.3005999999999998,1.568999999999987,-0.003358425671647014,-0.01597392142532783,-0.01806783984439142,1
-0.16350000000003861,-0.5583000000000047,0.9630000000000055,-0.0006925736718974562,0.006560463565297159,0.0038626843473483774,1
-0.4139999999999977,-1.261349999999998,1.4354999999999785,-0.004498168504549538,-0.02126919693955598,-0.010546682495892412,1
0.8249999999999924,-1.5230999999999995,1.380000000000006,-0.011566989439865338,-0.03844103014250999,-0.02942776835176808,1
0.39900000000006597,-0.9187499999999977,0.8430000000000104,-0.0104941054358767,-0.016123476699005046,-0.012848062084426237,1
0.28799999999995496,-1.4082000000000001,-0.2804999999999891,-0.01675810737253447,-0.023798601984122314,-0.019191746168073287,1
-0.5819999999999992,-0.4066499999999997,-0.4425000000000262,-0.012643362112985557,0.0033894937393375013,0.00596521428849206,1
-0.4079999999999917,0.4114499999999972,-2.6159999999999934,-0.020565514328300782,0.005287917522520225,0.012124606680533168,1
0.23099999999998122,0.43379999999999985,-1.1789999999999718,-0.014790720826163062,0.006003284126391506,0.002314776805654839,1
1.568999999999987,1.406850000000003,-1.5030000000000043,-0.016226568830886245,0.007072774942041171,-0.0003691673311365662,1
1.7805000000000737,1.234499999999996,-0.7680000000000187,-0.006000818157063437,0.007418145768845363,-0.003839695428334622,1
1.251000000000002,1.022850000000004,-0.943499999999986,-0.011819946576501872,0.012675625150423864,0.0028695285774571477,1
1.1204999999999965,1.6345499999999986,-1.4745000000000175,-0.018267908412388678,0.03457904631782682,0.013579162368835274,1
-0.027000000000027002,1.4256000000000009,0.804000000000013,-0.00972647952836958,0.024748125376447216,0.01985857109817135,1
1.5254999999999852,2.069999999999999,1.060499999999978,-0.0013493901456698154,0.01711974500493252,0.015374465102439228,1
1.0244999999999838,1.681799999999999,2.6145000000000334,0.008387029819073799,0.01399316068014067,0.005812878924841947,1
1.645500000000022,2.642249999999999,4.331999999999962,0.016793094734447456,0.0075740637076979755,-0.00025681031428614887,1
1.4129999999999976,1.443449999999999,2.3865000000000136,0.012770642299701152,0.0007732630601817725,-0.008298761836196933,1
-0.021000000000021002,0.8808000000000046,2.4675000000000114,0.006488418827671483,-0.003032757935180763,-0.0012724033101672028,1
-0.5609999999999782,1.6018500000000002,1.2014999999999942,0.0015704162974068403,-0.0010596003669789411,0.0015378544770454639,1
-0.36000000000002697,1.4099999999999997,1.2150000000000079,0.004558990543516828,-0.005274874194022949,0.00024615582923459556,1
-0.19649999999998835,0.6541499999999973,0.5550000000000138,0.004696577394612378,-0.001834184404686079,0.000557295231124133,1
0.2700000000000202,0.9178500000000029,0.8474999999999733,0.0037080948188161766,-0.002374688090723165,-0.0005905703754840452,1
0.8714999999999973,1.5551999999999961,1.186500000000021,0.0038862080257502374,0.00018505839576477,-0.0005935612976959437,1
1.7520000000000036,2.2921500000000012,1.0199999999999791,0.0035945748551495793,-0.0007710606327919756,-0.003296029945463186,1
1.568999999999987,1.1414999999999993,1.2899999999999996,0.002142500189991736,-0.0014662217974714675,-0.0028401317587811725,1
2.4390000000000245,1.6398000000000013,1.7670000000000186,0.0074909945179857385,0.008135334036607711,-0.001765659941691533,1
1.1204999999999965,0.45854999999999857,1.1069999999999829,0.0005328398270916246,0.000629038204083221,-0.004883911360285653,1
0.5699999999999872,0.9501000000000015,0.33750000000000446,-0.0026902465035192336,0.002713654984426883,7.17771216829366e-05,1
0.2880000000000382,1.64175,-0.37199999999999733,-0.009959129126250854,-0.0015554329427511782,-0.003131505419671443,1
-0.03749999999999587,1.4042999999999999,0.23249999999998272,-0.0046334074389413615,-0.0019400606026376277,0.0009573267019187259,1
0.05399999999997074,1.6989299999999985,0.18900000000002248,-0.003354128975107784,-0.0033735464410689087,0.003715415469557115,1
1.0020000000000029,0.7541250000000022,0.5249999999999838,0.002570911542532972,0.0016019213003599653,0.0029870035982875187,1
0.4994999999999583,1.179674999999999,1.1639999999999984,0.005892207000472993,-0.0008494052952408015,-0.0015992524369869976,1
0.32999999999999696,0.9228750000000004,1.4400000000000246,0.006585672400461151,-0.0011140093574553145,-3.2005582017990974e-06,1
-0.43499999999993544,0.39892500000000003,0.7319999999999827,0.00441295841798417,-0.0003173333942492196,0.004503451597597241,1
-0.9900000000000742,0.49391999999999925,0.6494999999999834,0.0035045175461980715,0.0017566836857909607,0.006867790118396666,1
-0.31499999999998196,0.2887649999999998,0.6765000000000104,0.003399011669640073,-9.204646080074319e-05,0.004445461294974695,1
0.3000000000000502,0.4362900000000007,0.7305000000000228,0.0039143208248535455,-0.00205166313852434,0.0015056994491391418,1
1.4894999999999492,0.5954699999999998,1.6604999999999954,0.010709842500727262,-0.003727547386877861,-0.002361011939924662,1
1.241999999999993,0.16466999999999915,0.8564999999999823,0.006074585454253434,-0.0007183140735129712,-0.0014684913904723373,1
1.624500000000001,-0.09233999999999935,0.5445000000000033,0.00735292704063073,0.0014257878995902473,-0.00018249026996075557,1
1.6649999999999998,0.21315000000000006,-0.02999999999998837,0.0010718352281191557,-0.0015193437921512398,-0.0033654605628019585,1
3.1305000000000085,-0.3633900000000003,-0.24149999999999172,-0.0011989111037180589,0.0004006412908856838,-0.011078976041002386,1
2.7270000000000625,-1.068359999999999,0.5040000000000044,0.0055466951953691,0.002569009879134221,-0.009375333017936693,1
3.4709999999999743,-1.4748,0.04350000000000187,0.007675363345919672,0.0030410231878537086,-0.009965008712711887,1
2.7374999999999483,-1.246380000000001,0.05699999999997374,0.0016969259832579908,0.0039380623277252,-0.007509622413687023,1
1.5180000000000193,-0.723989999999999,0.6179999999999936,0.00407397874858062,0.0025503822548684774,-0.003801596872252011,1
0.9959999999999969,-1.0976249999999996,0.961500000000004,0.007076951545977206,-0.0027122757328252867,-0.0028936790601534756,1
1.950000000000035,-1.3302599999999998,0.08700000000000374,0.016980764621460143,0.006732847538672315,0.00582407165683585,1
-0.3989999999999827,-0.870000000000001,1.6710000000000058,0.011289464053618081,-0.0025934783563186237,0.00028528146586515035,1
0.29699999999996396,-0.5278500000000007,0.49949999999999994,0.004468692800977614,0.0006259167670403798,0.0006167453403842504,1
-0.03149999999998987,-0.5360999999999986,-0.08099999999999774,0.0049259375754462376,9.289988281446782e-05,0.003924202603109883,1
-0.42449999999996657,-0.44535000000000147,1.2615000000000127,0.0068132413867982855,-0.004609519951088936,0.0038499991437701553,1
0.9269999999999279,-0.8651999999999983,0.09149999999996661,0.009842825859545545,0.0017506748199114242,0.00589579525367756,1
0.1275000000000026,-0.7104000000000017,0.8415000000000089,0.004381539129729051,-0.00021049115409144115,0.0008703106247629488,0
0.3525000000000611,-0.2201999999999985,-0.05549999999997224,0.005939604825085487,0.001407520954146646,0.0022808168009598173,0
-0.13800000000005475,-0.4915500000000003,-0.4890000000000311,0.0036989435655943037,0.002660978334919184,0.006947891865338729,0
-0.4814999999999403,-0.2247000000000004,-0.7844999999999935,-0.00047655786135369915,0.0009412945846696275,0.005469947438983658,0
-0.8309999999999984,0.5008499999999997,-1.6785000000000134,-0.0016104549620139519,-0.0011810115551653677,0.006826303239576337,0
-0.063000000000063,0.2959499999999988,-0.3854999999999692,-0.0035103830569451766,0.0007078494906607169,0.0034348749014609936,0
-0.3015000000000101,0.3477000000000011,-1.1715000000000058,-0.006526185947917318,-0.001488187709542732,0.0022149490820346784,0
-0.10799999999994148,0.2094000000000002,-1.30050000000001,-0.007605292390321816,0.003656458602700585,0.004459794206824075,0
-0.38100000000004797,0.3143999999999985,-1.2090000000000019,-0.013663761890510662,-0.0010380312383757584,0.003404251033635397,0
-1.7009999999999525,0.19560000000000152,-0.33149999999999846,-0.010401490896439824,0.00245605167528562,0.007720528394326243,0
0.4139999999999977,0.7163999999999999,-1.8735000000000002,-0.013029428791650144,0.004989401596222853,0.0088194618637496,0
-0.2220000000000555,0.4669500000000007,-0.8340000000000014,-0.0057018113158979755,0.001235052416801663,0.0034290927444085018,0
-0.29099999999995796,0.5034000000000002,-1.1189999999999949,-0.01285850256093557,0.0038928342712651887,0.007099663335568218,0
-0.23099999999998122,-0.06780000000000067,-0.7334999999999842,-0.007507220581015606,0.0007089314397070723,0.0036830203994386856,0
-0.23850000000003035,0.18149999999999938,-0.34800000000001496,-0.005144082319931131,0.0032549277094711115,0.006089792301376962,0
0.07499999999999174,0.035250000000001426,0.15599999999998948,-0.0005703996074668538,-0.0005142848822756729,0.000494743367701167,0
0.14999999999998348,-0.0895500000000016,-0.2729999999999816,0.005000926541245843,0.0003688616633861219,-0.0014524874096344398,0
0.5475000000000063,-0.2256000000000003,0.2894999999999981,0.005919327812633712,5.4993033242523026e-05,-0.0015733971547038372,0
0.24450000000003635,-0.47834999999999805,-0.18600000000001948,0.006580958720745933,0.0013721310194865222,-0.002075030517157739,0
0.021000000000021002,-0.3129000000000023,0.1290000000000041,0.0009955349960293347,0.0008386189442417535,-0.0008570050272365126,0
-0.19500000000002848,0.06300000000000056,-0.1350000000000101,0.0012264536147819083,-0.0009305013199869538,-0.0006603707024384065,0
-0.6824999999999748,0.04349999999999927,-0.2669999999999756,-0.001897875896524015,-0.0005811563538151709,0.0019046810329717,0
-0.3135000000000221,-0.03959999999999901,-0.17100000000000448,-0.0016871000815317228,-0.0014967895960704691,0.000873466575844084,0
-1.2345000000000272,-0.33704999999999935,-0.4215000000000052,-0.00014830841387047933,-0.002137354801564406,0.0027673128196059604,0
-1.1519999999999864,-0.7348499999999996,-0.19649999999998835,-0.0030746289316427866,-0.0010323071004394446,0.003890240317727889,0
-2.452499999999996,-1.0185000000000013,-0.2879999999999966,-0.0033039173761937324,-0.0028517784747528196,0.0036682598647561626,0
-5.215500000000012,-2.8344,1.6619999999999968,-0.003245674178918634,-0.010025554936991421,0.007460633281470841,0
